movieId,title,genres,year,text,tag
8382,hello again (1987),comedy,1987,hello again (1987) comedy 1987 death,death
8383,hope springs (2003),comedy romance,2003,hope springs (2003) comedy romance 2003 ,
8385,lover come back (1961),comedy romance,1961,lover come back (1961) comedy romance 1961 ,
8387,police academy: mission to moscow (1994),comedy crime,1994,police academy: mission to moscow (1994) comedy crime 1994 ,
8391,big wednesday (1978),comedy drama,1978,big wednesday (1978) comedy drama 1978 ,
8402,book of love (1990),comedy romance,1990,book of love (1990) comedy romance 1990 ,
8405,hour of the wolf (vargtimmen) (1968),drama horror,1968,hour of the wolf (vargtimmen) (1968) drama horror 1968 ,
8410,suddenly (1954),crime drama film-noir,1954,suddenly (1954) crime drama film-noir 1954 ,
8424,"divorcee, the (1930)",drama romance,1930,"divorcee, the (1930) drama romance 1930 divorce",divorce
8425,meet the applegates (1991),comedy,1991,meet the applegates (1991) comedy 1991 ,
8426,robot carnival (roboto kânibauru) (1987),animation comedy drama fantasy sci-fi,1987,robot carnival (roboto kânibauru) (1987) animation comedy drama fantasy sci-fi 1987 ,
8427,americathon (1979),comedy sci-fi,1979,americathon (1979) comedy sci-fi 1979 ,
8446,sands of iwo jima (1949),action drama romance war,1949,sands of iwo jima (1949) action drama romance war 1949 world war ii,world war ii
8447,this island earth (1955),sci-fi,1955,this island earth (1955) sci-fi 1955 ,
8450,anthony adverse (1936),adventure romance,1936,anthony adverse (1936) adventure romance 1936 ,
8451,blackboard jungle (1955),drama,1955,blackboard jungle (1955) drama 1955 ,
8454,luna papa (1999),comedy drama fantasy,1999,luna papa (1999) comedy drama fantasy 1999 ,
8456,investigation of a citizen above suspicion (indagine su un cittadino al di sopra di ogni sospetto) (1970),crime drama thriller,1970,investigation of a citizen above suspicion (indagine su un cittadino al di sopra di ogni sospetto) (1970) crime drama thriller 1970 ,
8458,to each his own (1946),drama,1946,to each his own (1946) drama 1946 ,
8459,"heiress, the (1949)",drama romance,1949,"heiress, the (1949) drama romance 1949 ",
8461,dragon seed (1944),drama war,1944,dragon seed (1944) drama war 1944 ,
8462,executive suite (1954),drama,1954,executive suite (1954) drama 1954 ,
8463,johnny belinda (1948),drama,1948,johnny belinda (1948) drama 1948 deafness,deafness
8464,super size me (2004),comedy documentary drama,2004,super size me (2004) comedy documentary drama 2004 food mcdonalds,food mcdonalds
8465,johnny eager (1942),crime drama film-noir romance,1942,johnny eager (1942) crime drama film-noir romance 1942 ,
8477,"jetée, la (1962)",romance sci-fi,1962,"jetée, la (1962) romance sci-fi 1962 post-apocalyptic",post-apocalyptic
8481,northwest passage (1940),action adventure drama romance thriller western,1940,northwest passage (1940) action adventure drama romance thriller western 1940 ,
8482,"picture of dorian gray, the (1945)",drama fantasy horror,1945,"picture of dorian gray, the (1945) drama fantasy horror 1945 ",
8484,"human condition i, the (ningen no joken i) (1959)",drama war,1959,"human condition i, the (ningen no joken i) (1959) drama war 1959 ",
8487,please don't eat the daisies (1960),children comedy musical,1960,please don't eat the daisies (1960) children comedy musical 1960 ,
8491,white heat (1949),crime drama film-noir,1949,white heat (1949) crime drama film-noir 1949 ,
8492,"christmas carol, a (scrooge) (1951)",drama fantasy,1951,"christmas carol, a (scrooge) (1951) drama fantasy 1951 ",
8493,memphis belle (1990),action drama war,1990,memphis belle (1990) action drama war 1990 ,
8494,"cincinnati kid, the (1965)",drama,1965,"cincinnati kid, the (1965) drama 1965 ",
8495,animal factory (2000),crime drama,2000,animal factory (2000) crime drama 2000 ,
8500,godzilla vs. mechagodzilla (gojira tai mekagojira) (1974),action horror sci-fi,1974,godzilla vs. mechagodzilla (gojira tai mekagojira) (1974) action horror sci-fi 1974 ,
8501,"hitcher, the (1986)",action thriller,1986,"hitcher, the (1986) action thriller 1986 ",
8502,show boat (1951),drama musical romance,1951,show boat (1951) drama musical romance 1951 ,
8506,fear x (2003),mystery thriller,2003,fear x (2003) mystery thriller 2003 ,
8507,freaks (1932),crime drama horror,1932,freaks (1932) crime drama horror 1932 circus,circus
8511,"immigrant, the (1917)",comedy,1917,"immigrant, the (1917) comedy 1917 ",
8512,silent movie (1976),comedy,1976,silent movie (1976) comedy 1976 ,
8518,anna christie (1930),drama,1930,anna christie (1930) drama 1930 ,
8521,dr. jekyll and mr. hyde (1931),drama horror,1931,dr. jekyll and mr. hyde (1931) drama horror 1931 ,
8526,around the world in 80 days (2004),adventure children comedy,2004,around the world in 80 days (2004) adventure children comedy 2004 ,
8528,dodgeball: a true underdog story (2004),comedy,2004,dodgeball: a true underdog story (2004) comedy 2004 ,
8529,"terminal, the (2004)",comedy drama romance,2004,"terminal, the (2004) comedy drama romance 2004 ",
8530,dear frankie (2004),drama romance,2004,dear frankie (2004) drama romance 2004 ireland,ireland
8531,white chicks (2004),action comedy crime,2004,white chicks (2004) action comedy crime 2004 ,
8532,"door in the floor, the (2004)",drama,2004,"door in the floor, the (2004) drama 2004 ",
8533,"notebook, the (2004)",drama romance,2004,"notebook, the (2004) drama romance 2004 memory loss romance sad",memory loss romance sad
8534,two brothers (deux frères) (2004),adventure children drama,2004,two brothers (deux frères) (2004) adventure children drama 2004 ,
8535,de-lovely (2004),drama musical,2004,de-lovely (2004) drama musical 2004 ,
8542,"day at the races, a (1937)",comedy musical,1937,"day at the races, a (1937) comedy musical 1937 ",
8571,bob & carol & ted & alice (1969),comedy drama,1969,bob & carol & ted & alice (1969) comedy drama 1969 ,
8574,"claymation christmas celebration, a (1987)",animation children comedy musical,1987,"claymation christmas celebration, a (1987) animation children comedy musical 1987 ",
8575,"happenstance (battement d'ailes du papillon, le) (2001)",comedy drama,2001,"happenstance (battement d'ailes du papillon, le) (2001) comedy drama 2001 ",
8577,comandante (2003),documentary,2003,comandante (2003) documentary 2003 ,
8578,undead (2003),action comedy horror sci-fi,2003,undead (2003) action comedy horror sci-fi 2003 ,
8580,into the woods (1991),adventure comedy fantasy musical,1991,into the woods (1991) adventure comedy fantasy musical 1991 fairy tales in netflix queue,fairy tales in netflix queue
8581,pirates of silicon valley (1999),documentary drama,1999,pirates of silicon valley (1999) documentary drama 1999 ,
8582,manufacturing consent: noam chomsky and the media (1992),documentary war,1992,manufacturing consent: noam chomsky and the media (1992) documentary war 1992 ,
8587,mayor of the sunset strip (2003),documentary,2003,mayor of the sunset strip (2003) documentary 2003 ,
8588,killing me softly (2002),drama mystery romance thriller,2002,killing me softly (2002) drama mystery romance thriller 2002 ,
8591,"philadelphia experiment, the (1984)",adventure drama sci-fi,1984,"philadelphia experiment, the (1984) adventure drama sci-fi 1984 ",
8593,juice (1992),action crime drama thriller,1992,juice (1992) action crime drama thriller 1992 ,
8596,revenge of the pink panther (1978),comedy crime,1978,revenge of the pink panther (1978) comedy crime 1978 ,
8600,angels with dirty faces (1938),crime drama film-noir thriller,1938,angels with dirty faces (1938) crime drama film-noir thriller 1938 ,
8601,zero de conduite (zero for conduct) (zéro de conduite: jeunes diables au collège) (1933),comedy drama,1933,zero de conduite (zero for conduct) (zéro de conduite: jeunes diables au collège) (1933) comedy drama 1933 ,
8604,taxi (1998),action comedy,1998,taxi (1998) action comedy 1998 ,
8605,taxi 3 (2003),action comedy,2003,taxi 3 (2003) action comedy 2003 ,
8607,tokyo godfathers (2003),adventure animation drama,2003,tokyo godfathers (2003) adventure animation drama 2003 in netflix queue,in netflix queue
8609,our hospitality (1923),comedy,1923,our hospitality (1923) comedy 1923 in netflix queue,in netflix queue
8610,all of me (1984),comedy fantasy,1984,all of me (1984) comedy fantasy 1984 ,
8611,"farmer's daughter, the (1947)",comedy,1947,"farmer's daughter, the (1947) comedy 1947 ",
8614,overboard (1987),comedy romance,1987,overboard (1987) comedy romance 1987 ,
8617,butterfield 8 (1960),drama,1960,butterfield 8 (1960) drama 1960 ,
8620,"exterminating angel, the (ángel exterminador, el) (1962)",comedy drama fantasy mystery,1962,"exterminating angel, the (ángel exterminador, el) (1962) comedy drama fantasy mystery 1962 ",
8622,fahrenheit 9/11 (2004),documentary,2004,fahrenheit 9/11 (2004) documentary 2004 politics terrorism,politics terrorism
8623,roxanne (1987),comedy romance,1987,roxanne (1987) comedy romance 1987 ,
8626,dr. terror's house of horrors (1965),horror sci-fi,1965,dr. terror's house of horrors (1965) horror sci-fi 1965 ,
8632,secret society (2002),comedy,2002,secret society (2002) comedy 2002 ,
8633,"last starfighter, the (1984)",action adventure comedy sci-fi,1984,"last starfighter, the (1984) action adventure comedy sci-fi 1984 ",
8636,spider-man 2 (2004),action adventure sci-fi imax,2004,spider-man 2 (2004) action adventure sci-fi imax 2004 doc ock,doc ock
8638,before sunset (2004),drama romance,2004,before sunset (2004) drama romance 2004 generation x,generation x
8640,king arthur (2004),action adventure drama war,2004,king arthur (2004) action adventure drama war 2004 ,
8641,anchorman: the legend of ron burgundy (2004),comedy,2004,anchorman: the legend of ron burgundy (2004) comedy 2004 hilarious steve carell will ferrell stupid awesome comedy,hilarious steve carell will ferrell stupid awesome comedy
8643,"cinderella story, a (2004)",comedy romance,2004,"cinderella story, a (2004) comedy romance 2004 ",
8644,"i, robot (2004)",action adventure sci-fi thriller,2004,"i, robot (2004) action adventure sci-fi thriller 2004 ",
8645,"maria full of grace (maria, llena eres de gracia) (2004)",crime drama,2004,"maria full of grace (maria, llena eres de gracia) (2004) crime drama 2004 drugs immigrants",drugs immigrants
8650,long day's journey into night (1962),drama,1962,long day's journey into night (1962) drama 1962 ,
8656,"short film about killing, a (krótki film o zabijaniu) (1988)",crime drama,1988,"short film about killing, a (krótki film o zabijaniu) (1988) crime drama 1988 ",
8665,"bourne supremacy, the (2004)",action crime thriller,2004,"bourne supremacy, the (2004) action crime thriller 2004 ",
8666,catwoman (2004),action crime fantasy,2004,catwoman (2004) action crime fantasy 2004 ,
8667,a home at the end of the world (2004),drama romance,2004,a home at the end of the world (2004) drama romance 2004 ,
8670,"testament of dr. mabuse, the (das testament des dr. mabuse) (1933)",crime horror mystery thriller,1933,"testament of dr. mabuse, the (das testament des dr. mabuse) (1933) crime horror mystery thriller 1933 ",
8677,flash gordon conquers the universe (1940),action sci-fi,1940,flash gordon conquers the universe (1940) action sci-fi 1940 ,
8684,"man escaped, a (un  condamné à mort s'est échappé ou le vent souffle où il veut) (1956)",adventure drama,1956,"man escaped, a (un  condamné à mort s'est échappé ou le vent souffle où il veut) (1956) adventure drama 1956 ",
8685,"miracle of marcelino, the (marcelino pan y vino) (1955)",comedy drama,1955,"miracle of marcelino, the (marcelino pan y vino) (1955) comedy drama 1955 ",
8690,slaughterhouse-five (1972),comedy drama sci-fi war,1972,slaughterhouse-five (1972) comedy drama sci-fi war 1972 ,
8695,"bachelor and the bobby-soxer, the (1947)",comedy,1947,"bachelor and the bobby-soxer, the (1947) comedy 1947 court",court
8711,mr. blandings builds his dream house (1948),comedy,1948,mr. blandings builds his dream house (1948) comedy 1948 ,
8712,my favorite wife (1940),comedy romance,1940,my favorite wife (1940) comedy romance 1940 ,
8713,"new adventures of pippi longstocking, the (1988)",adventure children fantasy musical,1988,"new adventures of pippi longstocking, the (1988) adventure children fantasy musical 1988 ",
8714,night and day (1946),drama musical,1946,night and day (1946) drama musical 1946 cole porter,cole porter
8718,"snake pit, the (1948)",drama,1948,"snake pit, the (1948) drama 1948 ",
8720,"super, the (1991)",comedy,1991,"super, the (1991) comedy 1991 ",
8724,"leopard, the (gattopardo, il) (1963)",drama war,1963,"leopard, the (gattopardo, il) (1963) drama war 1963 ",
8727,"day of the locust, the (1975)",drama,1975,"day of the locust, the (1975) drama 1975 ",
8730,to end all wars (2001),action drama war,2001,to end all wars (2001) action drama war 2001 ,
8738,"woman is a woman, a (femme est une femme, une) (1961)",comedy drama musical romance,1961,"woman is a woman, a (femme est une femme, une) (1961) comedy drama musical romance 1961 ",
8743,biggles (1986),adventure fantasy sci-fi,1986,biggles (1986) adventure fantasy sci-fi 1986 ,
8748,"yesterday, today and tomorrow (ieri, oggi, domani) (1963)",comedy,1963,"yesterday, today and tomorrow (ieri, oggi, domani) (1963) comedy 1963 ",
8753,unprecedented: the 2000 presidential election (2002),documentary,2002,unprecedented: the 2000 presidential election (2002) documentary 2002 ,
8754,"prime of miss jean brodie, the (1969)",drama,1969,"prime of miss jean brodie, the (1969) drama 1969 oscar (best actress)",oscar (best actress)
8755,my voyage to italy (il mio viaggio in italia) (1999),documentary,1999,my voyage to italy (il mio viaggio in italia) (1999) documentary 1999 ,
8765,this gun for hire (1942),crime film-noir thriller,1942,this gun for hire (1942) crime film-noir thriller 1942 in netflix queue,in netflix queue
8771,sherlock holmes: terror by night (1946),crime mystery thriller,1946,sherlock holmes: terror by night (1946) crime mystery thriller 1946 ,
8772,"spy who came in from the cold, the (1965)",drama thriller,1965,"spy who came in from the cold, the (1965) drama thriller 1965 ",
8773,sherlock holmes and the secret weapon (1942),crime mystery thriller,1942,sherlock holmes and the secret weapon (1942) crime mystery thriller 1942 ,
8774,sherlock holmes: the woman in green (1945),mystery,1945,sherlock holmes: the woman in green (1945) mystery 1945 ,
8778,sherlock holmes: dressed to kill (1946),crime mystery,1946,sherlock holmes: dressed to kill (1946) crime mystery 1946 ,
8781,"manchurian candidate, the (2004)",thriller,2004,"manchurian candidate, the (2004) thriller 2004 ",
8782,thunderbirds (2004),action adventure fantasy sci-fi,2004,thunderbirds (2004) action adventure fantasy sci-fi 2004 ,
8783,"village, the (2004)",drama mystery thriller,2004,"village, the (2004) drama mystery thriller 2004 atmospheric good soundtrack m. night shyamalan",atmospheric good soundtrack m. night shyamalan
8784,garden state (2004),comedy drama romance,2004,garden state (2004) comedy drama romance 2004 psychology,psychology
8795,musa the warrior (musa) (2001),action adventure drama war,2001,musa the warrior (musa) (2001) action adventure drama war 2001 ,
8796,"funny thing happened on the way to the forum, a (1966)",comedy musical,1966,"funny thing happened on the way to the forum, a (1966) comedy musical 1966 rome",rome
8798,collateral (2004),action crime drama thriller,2004,collateral (2004) action crime drama thriller 2004 ,
8799,little black book (2004),comedy romance,2004,little black book (2004) comedy romance 2004 ,
8800,code 46 (2003),romance sci-fi,2003,code 46 (2003) romance sci-fi 2003 ,
8804,"story of women (affaire de femmes, une) (1988)",drama,1988,"story of women (affaire de femmes, une) (1988) drama 1988 ",
8807,harold and kumar go to white castle (2004),adventure comedy,2004,harold and kumar go to white castle (2004) adventure comedy 2004 ,
8808,"princess diaries 2: royal engagement, the (2004)",comedy romance,2004,"princess diaries 2: royal engagement, the (2004) comedy romance 2004 ",
8809,danny deckchair (2003),comedy romance,2003,danny deckchair (2003) comedy romance 2003 australia,australia
8810,avp: alien vs. predator (2004),action horror sci-fi thriller,2004,avp: alien vs. predator (2004) action horror sci-fi thriller 2004 ,
8813,we don't live here anymore (2004),drama,2004,we don't live here anymore (2004) drama 2004 ,
8814,without a paddle (2004),comedy,2004,without a paddle (2004) comedy 2004 ,
8815,exorcist: the beginning (2004),horror thriller,2004,exorcist: the beginning (2004) horror thriller 2004 ,
8827,"bill cosby, himself (1983)",comedy documentary,1983,"bill cosby, himself (1983) comedy documentary 1983 stand up",stand up
8830,anacondas: the hunt for the blood orchid (2004),adventure drama horror sci-fi thriller,2004,anacondas: the hunt for the blood orchid (2004) adventure drama horror sci-fi thriller 2004 ,
8831,suspect zero (2004),crime thriller,2004,suspect zero (2004) crime thriller 2004 ,
8832,warriors of heaven and earth (tian di ying xiong) (2003),action adventure drama,2003,warriors of heaven and earth (tian di ying xiong) (2003) action adventure drama 2003 ,
8833,vanity fair (2004),drama romance,2004,vanity fair (2004) drama romance 2004 ,
8835,paparazzi (2004),drama thriller,2004,paparazzi (2004) drama thriller 2004 ,
8836,wicker park (2004),drama romance thriller,2004,wicker park (2004) drama romance thriller 2004 ,
8838,alice doesn't live here anymore (1974),drama romance,1974,alice doesn't live here anymore (1974) drama romance 1974 in netflix queue,in netflix queue
8840,who's that knocking at my door? (1967),drama,1967,who's that knocking at my door? (1967) drama 1967 ,
8844,camera buff (amator) (1979),drama,1979,camera buff (amator) (1979) drama 1979 ,
8848,"vitelloni, i (a.k.a. the young and the passionate) (1953)",drama,1953,"vitelloni, i (a.k.a. the young and the passionate) (1953) drama 1953 ",
8860,cellular (2004),action crime drama mystery thriller,2004,cellular (2004) action crime drama mystery thriller 2004 ,
8861,resident evil: apocalypse (2004),action horror sci-fi thriller,2004,resident evil: apocalypse (2004) action horror sci-fi thriller 2004 ,
8864,mr. 3000 (2004),comedy drama,2004,mr. 3000 (2004) comedy drama 2004 ,
8865,sky captain and the world of tomorrow (2004),action adventure sci-fi,2004,sky captain and the world of tomorrow (2004) action adventure sci-fi 2004 ,
8866,wimbledon (2004),comedy romance,2004,wimbledon (2004) comedy romance 2004 ,
8869,first daughter (2004),comedy romance,2004,first daughter (2004) comedy romance 2004 ,
8870,"forgotten, the (2004)",drama mystery sci-fi thriller,2004,"forgotten, the (2004) drama mystery sci-fi thriller 2004 ",
8873,"motorcycle diaries, the (diarios de motocicleta) (2004)",adventure drama,2004,"motorcycle diaries, the (diarios de motocicleta) (2004) adventure drama 2004 ",
8874,shaun of the dead (2004),comedy horror,2004,shaun of the dead (2004) comedy horror 2004 zombies,zombies
8875,"come back, little sheba (1952)",drama,1952,"come back, little sheba (1952) drama 1952 alcoholism marriage",alcoholism marriage
8879,murder on the orient express (1974),crime mystery thriller,1974,murder on the orient express (1974) crime mystery thriller 1974 agatha christie oscar (best supporting actress) train,agatha christie oscar (best supporting actress) train
8880,mask (1985),drama,1985,mask (1985) drama 1985 disability,disability
8894,orca: the killer whale (1977),action drama horror thriller,1977,orca: the killer whale (1977) action drama horror thriller 1977 ,
8905,1492: conquest of paradise (1992),adventure drama,1992,1492: conquest of paradise (1992) adventure drama 1992 ,
8906,cannibal holocaust (1980),horror,1980,cannibal holocaust (1980) horror 1980 ,
8907,shark tale (2004),animation children comedy,2004,shark tale (2004) animation children comedy 2004 ,
8908,ladder 49 (2004),action drama thriller,2004,ladder 49 (2004) action drama thriller 2004 ,
8910,i heart huckabees (2004),comedy,2004,i heart huckabees (2004) comedy 2004 ,
8911,raise your voice (2004),romance,2004,raise your voice (2004) romance 2004 ,
8912,taxi (2004),action comedy,2004,taxi (2004) action comedy 2004 ,
8914,primer (2004),drama sci-fi,2004,primer (2004) drama sci-fi 2004 time travel,time travel
8915,stage beauty (2004),drama,2004,stage beauty (2004) drama 2004 ,
8916,shall we dance? (2004),comedy romance,2004,shall we dance? (2004) comedy romance 2004 ,
8917,team america: world police (2004),action adventure animation comedy,2004,team america: world police (2004) action adventure animation comedy 2004 ,
8918,eulogy (2004),comedy crime drama,2004,eulogy (2004) comedy crime drama 2004 ,
8919,p.s. (2004),comedy drama fantasy romance,2004,p.s. (2004) comedy drama fantasy romance 2004 ,
8920,"country girl, the (1954)",drama,1954,"country girl, the (1954) drama 1954 oscar (best actress)",oscar (best actress)
8921,"rose tattoo, the (1955)",drama romance,1955,"rose tattoo, the (1955) drama romance 1955 ",
8928,"fearless vampire killers, the (1967)",comedy horror,1967,"fearless vampire killers, the (1967) comedy horror 1967 ",
8933,"decline of the american empire, the (déclin de l'empire américain, le) (1986)",comedy drama,1986,"decline of the american empire, the (déclin de l'empire américain, le) (1986) comedy drama 1986 ",
8934,bebe's kids (1992),animation children comedy,1992,bebe's kids (1992) animation children comedy 1992 ,
8937,friday night lights (2004),action drama,2004,friday night lights (2004) action drama 2004 ,
8938,tarnation (2003),documentary,2003,tarnation (2003) documentary 2003 parenthood psychology,parenthood psychology
8939,"final cut, the (2004)",sci-fi thriller,2004,"final cut, the (2004) sci-fi thriller 2004 ",
8943,being julia (2004),comedy drama,2004,being julia (2004) comedy drama 2004 stage,stage
8946,surviving christmas (2004),comedy,2004,surviving christmas (2004) comedy 2004 ,
8947,"grudge, the (2004)",horror mystery thriller,2004,"grudge, the (2004) horror mystery thriller 2004 ",
8948,alfie (2004),comedy drama romance,2004,alfie (2004) comedy drama romance 2004 ,
8949,sideways (2004),comedy drama romance,2004,sideways (2004) comedy drama romance 2004 wine,wine
8950,the machinist (2004),drama mystery thriller,2004,the machinist (2004) drama mystery thriller 2004 christian bale creepy powerful ending psychology schizophrenia twist ending,christian bale creepy powerful ending psychology schizophrenia twist ending
8951,vera drake (2004),drama,2004,vera drake (2004) drama 2004 abortion,abortion
8952,falling angels (2003),drama,2003,falling angels (2003) drama 2003 ,
8954,lightning in a bottle (2004),documentary,2004,lightning in a bottle (2004) documentary 2004 ,
8955,undertow (2004),crime drama thriller,2004,undertow (2004) crime drama thriller 2004 ,
8957,saw (2004),horror mystery thriller,2004,saw (2004) horror mystery thriller 2004 brutal clever disturbing great ending mindfuck surprise ending suspense,brutal clever disturbing great ending mindfuck surprise ending suspense
8958,ray (2004),drama,2004,ray (2004) drama 2004 biopic,biopic
8959,birth (2004),drama mystery,2004,birth (2004) drama mystery 2004 ,
8961,"incredibles, the (2004)",action adventure animation children comedy,2004,"incredibles, the (2004) action adventure animation children comedy 2004 disney superhero animation samuel l. jackson",disney superhero animation samuel l. jackson
8964,callas forever (2002),drama,2002,callas forever (2002) drama 2002 ,
8965,"polar express, the (2004)",adventure animation children fantasy imax,2004,"polar express, the (2004) adventure animation children fantasy imax 2004 ",
8966,kinsey (2004),drama,2004,kinsey (2004) drama 2004 ,
8967,seed of chucky (child's play 5) (2004),comedy horror,2004,seed of chucky (child's play 5) (2004) comedy horror 2004 ,
8968,after the sunset (2004),action adventure comedy crime thriller,2004,after the sunset (2004) action adventure comedy crime thriller 2004 ,
8969,bridget jones: the edge of reason (2004),comedy drama romance,2004,bridget jones: the edge of reason (2004) comedy drama romance 2004 ,
8970,finding neverland (2004),drama,2004,finding neverland (2004) drama 2004 peter pan,peter pan
8972,national treasure (2004),action adventure drama mystery thriller,2004,national treasure (2004) action adventure drama mystery thriller 2004 ,
8973,bad education (la mala educación) (2004),drama thriller,2004,bad education (la mala educación) (2004) drama thriller 2004 ,
8974,"spongebob squarepants movie, the (2004)",adventure animation children comedy,2004,"spongebob squarepants movie, the (2004) adventure animation children comedy 2004 ",
8977,alexander (2004),action adventure drama war,2004,alexander (2004) action adventure drama war 2004 ,
8978,christmas with the kranks (2004),children comedy,2004,christmas with the kranks (2004) children comedy 2004 ,
8979,guerrilla: the taking of patty hearst (2004),documentary,2004,guerrilla: the taking of patty hearst (2004) documentary 2004 hearst,hearst
8981,closer (2004),drama romance,2004,closer (2004) drama romance 2004 ,
8982,i am david (2003),drama,2003,i am david (2003) drama 2003 ,
8983,house of flying daggers (shi mian mai fu) (2004),action drama romance,2004,house of flying daggers (shi mian mai fu) (2004) action drama romance 2004 martial arts,martial arts
8984,ocean's twelve (2004),action comedy crime thriller,2004,ocean's twelve (2004) action comedy crime thriller 2004 ,
8985,blade: trinity (2004),action fantasy horror thriller,2004,blade: trinity (2004) action fantasy horror thriller 2004 ,
8987,bush's brain (2004),documentary,2004,bush's brain (2004) documentary 2004 ,
8989,damn yankees! (1958),comedy musical,1958,damn yankees! (1958) comedy musical 1958 ,
8998,that's entertainment (1974),documentary,1974,that's entertainment (1974) documentary 1974 in netflix queue,in netflix queue
9004,d.a.r.y.l. (1985),adventure children sci-fi,1985,d.a.r.y.l. (1985) adventure children sci-fi 1985 ,
9005,fire in the sky (1993),drama mystery sci-fi,1993,fire in the sky (1993) drama mystery sci-fi 1993 ,
9008,"invisible man returns, the (1940)",horror sci-fi,1940,"invisible man returns, the (1940) horror sci-fi 1940 ",
9010,love me if you dare (jeux d'enfants) (2003),drama romance,2003,love me if you dare (jeux d'enfants) (2003) drama romance 2003 cruel characters,cruel characters
9018,control room (2004),documentary war,2004,control room (2004) documentary war 2004 journalism,journalism
25746,"hunchback of notre dame, the (1923)",drama horror,1923,"hunchback of notre dame, the (1923) drama horror 1923 ",
25750,sherlock jr. (1924),comedy fantasy romance,1924,sherlock jr. (1924) comedy fantasy romance 1924 ,
25752,"freshman, the (1925)",comedy,1925,"freshman, the (1925) comedy 1925 ",
25753,greed (1924),drama,1924,greed (1924) drama 1924 gold,gold
25757,"jazz singer, the (1927)",drama musical romance,1927,"jazz singer, the (1927) drama musical romance 1927 ",
25769,"steamboat bill, jr. (1928)",comedy romance,1928,"steamboat bill, jr. (1928) comedy romance 1928 ",
25771,"andalusian dog, an (chien andalou, un) (1929)",fantasy,1929,"andalusian dog, an (chien andalou, un) (1929) fantasy 1929 mindfuck surreal surrealism",mindfuck surreal surrealism
25773,little caesar (1931),crime drama,1931,little caesar (1931) crime drama 1931 ,
25782,boudu saved from drowning (boudu sauvé des eaux) (1932),comedy,1932,boudu saved from drowning (boudu sauvé des eaux) (1932) comedy 1932 ,
25788,scarface (1932),crime drama,1932,scarface (1932) crime drama 1932 ,
25795,dinner at eight (1933),comedy drama romance,1933,dinner at eight (1933) comedy drama romance 1933 ,
25797,gold diggers of 1933 (1933),musical,1933,gold diggers of 1933 (1933) musical 1933 ,
25805,"atalante, l' (1934)",comedy drama romance,1934,"atalante, l' (1934) comedy drama romance 1934 ",
25825,fury (1936),drama film-noir,1936,fury (1936) drama film-noir 1936 revenge,revenge
25826,libeled lady (1936),comedy romance,1936,libeled lady (1936) comedy romance 1936 ,
25827,mr. deeds goes to town (1936),comedy romance,1936,mr. deeds goes to town (1936) comedy romance 1936 ,
25833,camille (1936),drama romance,1936,camille (1936) drama romance 1936 ,
25834,captains courageous (1937),adventure drama,1937,captains courageous (1937) adventure drama 1937 ,
25841,stage door (1937),drama,1937,stage door (1937) drama 1937 show business,show business
25850,holiday (1938),comedy drama romance,1938,holiday (1938) comedy drama romance 1938 ,
25855,"roaring twenties, the (1939)",crime drama thriller,1939,"roaring twenties, the (1939) crime drama thriller 1939 in netflix queue",in netflix queue
25856,wuthering heights (1939),drama romance,1939,wuthering heights (1939) drama romance 1939 ,
25865,"letter, the (1940)",drama film-noir,1940,"letter, the (1940) drama film-noir 1940 in netflix queue",in netflix queue
25870,here comes mr. jordan (1941),comedy fantasy romance,1941,here comes mr. jordan (1941) comedy fantasy romance 1941 ,
25886,random harvest (1942),drama romance,1942,random harvest (1942) drama romance 1942 made me cry,made me cry
25887,tales of manhattan (1942),comedy drama,1942,tales of manhattan (1942) comedy drama 1942 ,
25898,day of wrath (vredens dag) (1943),drama,1943,day of wrath (vredens dag) (1943) drama 1943 ,
25905,"miracle of morgan's creek, the (1944)",comedy romance,1944,"miracle of morgan's creek, the (1944) comedy romance 1944 ",
25906,mr. skeffington (1944),drama romance,1944,mr. skeffington (1944) drama romance 1944 ,
25923,great expectations (1946),drama,1946,great expectations (1946) drama 1946 ,
25927,"stranger, the (1946)",drama film-noir thriller,1946,"stranger, the (1946) drama film-noir thriller 1946 ",
25937,easter parade (1948),musical romance,1948,easter parade (1948) musical romance 1948 ,
25940,"lady from shanghai, the (1947)",drama film-noir mystery,1947,"lady from shanghai, the (1947) drama film-noir mystery 1947 mirrors",mirrors
25946,"three musketeers, the (1948)",action adventure drama romance,1948,"three musketeers, the (1948) action adventure drama romance 1948 ",
25947,unfaithfully yours (1948),comedy,1948,unfaithfully yours (1948) comedy 1948 ,
25952,"letter to three wives, a (1949)",comedy drama,1949,"letter to three wives, a (1949) comedy drama 1949 in netflix queue",in netflix queue
25959,annie get your gun (1950),comedy musical romance western,1950,annie get your gun (1950) comedy musical romance western 1950 ,
25962,king solomon's mines (1950),action adventure romance,1950,king solomon's mines (1950) action adventure romance 1950 ,
25963,"young and the damned, the (olvidados, los) (1950)",crime drama,1950,"young and the damned, the (olvidados, los) (1950) crime drama 1950 ",
25996,"star is born, a (1954)",drama musical,1954,"star is born, a (1954) drama musical 1954 ",
25999,the wild one (1953),drama,1953,the wild one (1953) drama 1953 ,
26002,confidential report (1955),crime drama mystery thriller,1955,confidential report (1955) crime drama mystery thriller 1955 ,
